08/13/14,16:30:000,960.500,963.000,960.250,962.250,2418
08/13/14,16:35:000,962.000,963.500,961.750,962.500,2768
08/13/14,16:40:000,962.250,962.750,961.250,961.250,3049
08/13/14,16:45:000,961.250,962.000,960.250,961.500,2708
08/13/14,16:50:000,961.500,962.250,960.250,961.750,1701
08/13/14,16:55:000,961.750,962.500,958.250,958.250,2599
08/13/14,17:00:000,958.250,960.000,957.750,959.500,4184
08/13/14,17:05:000,959.750,961.250,958.500,959.250,1585
08/13/14,17:10:000,959.250,959.250,956.750,957.000,2822
08/13/14,17:15:000,957.000,958.500,953.250,956.000,4052
08/13/14,17:20:000,955.750,956.250,952.750,954.000,4855
08/13/14,17:25:000,954.250,955.000,953.750,954.750,2396
08/13/14,17:30:000,954.750,956.000,954.000,956.000,1817
08/13/14,17:35:000,956.000,957.250,955.500,957.000,1906
08/13/14,17:40:000,957.000,957.750,956.500,956.750,2010
08/14/14,9:10:000,955.500,957.750,951.250,954.500,2518
08/14/14,9:15:000,954.500,955.250,953.750,954.250,1001
08/14/14,9:20:000,954.000,955.500,954.000,955.500,624
08/14/14,9:25:000,955.500,955.750,954.750,955.750,676
08/14/14,9:30:000,956.000,957.000,955.500,956.250,761
08/14/14,9:35:000,956.250,957.500,953.750,954.000,2293
08/14/14,9:40:000,954.000,955.500,952.250,954.250,2531
08/14/14,9:45:000,954.250,955.250,953.750,954.000,1078
08/14/14,9:50:000,954.000,955.250,952.500,952.750,2034
08/14/14,9:55:000,952.500,953.500,949.500,951.500,3791
08/14/14,10:00:000,951.500,952.000,948.000,949.250,4635
08/14/14,10:05:000,949.250,951.000,947.750,950.750,2433
08/14/14,10:10:000,950.750,953.750,950.750,953.250,3006
08/14/14,10:15:000,953.250,955.000,952.250,954.000,3618
08/14/14,10:20:000,954.000,955.250,952.750,955.250,1713
08/14/14,10:25:000,955.000,955.750,954.750,955.000,1488
08/14/14,10:30:000,954.750,955.250,953.250,953.250,1050
08/14/14,10:35:000,953.500,954.000,952.750,953.250,1112
08/14/14,10:40:000,953.500,954.750,953.250,954.500,855
08/14/14,10:45:000,954.500,956.000,953.000,954.000,2042
08/14/14,10:50:000,953.750,955.000,953.250,954.250,825
08/14/14,10:55:000,954.250,955.250,954.250,954.500,581
08/14/14,11:00:000,954.500,954.500,952.250,953.000,1741
08/14/14,11:05:000,952.500,953.750,952.250,953.000,1010
08/14/14,11:10:000,952.500,953.500,952.250,952.500,473
08/14/14,11:15:000,952.500,952.500,949.500,950.000,2427
08/14/14,11:20:000,950.000,951.750,949.500,951.000,2116
08/14/14,11:25:000,951.000,952.000,949.250,949.500,2758
08/14/14,11:30:000,949.750,950.750,948.750,950.750,2331
08/14/14,11:35:000,950.500,951.000,950.000,950.750,1382
08/14/14,11:40:000,950.750,952.500,950.250,951.500,1365
08/14/14,11:45:000,951.250,953.000,951.000,952.750,792
08/14/14,11:50:000,952.750,954.750,952.500,954.500,2480
08/14/14,11:55:000,954.500,955.000,952.000,952.750,1480
08/14/14,12:00:000,952.000,953.500,951.750,952.000,902
08/14/14,12:05:000,952.250,953.250,952.000,952.750,592
08/14/14,12:10:000,952.750,953.250,952.750,952.750,471
08/14/14,12:15:000,953.000,954.250,952.750,953.750,788
08/14/14,12:20:000,954.000,957.000,954.000,956.250,4269
08/14/14,12:25:000,956.500,956.500,955.250,956.000,3032
08/14/14,13:55:000,956.500,963.000,956.500,962.250,6231
08/14/14,14:00:000,962.000,964.250,962.000,963.750,4590
08/14/14,14:05:000,963.750,964.500,963.250,963.500,1809
08/14/14,14:10:000,963.500,964.000,962.750,962.750,1337
08/14/14,14:15:000,962.250,963.000,960.250,960.500,6436
08/14/14,14:20:000,960.000,961.000,958.000,959.250,4707
08/14/14,14:25:000,958.750,961.250,958.500,960.500,2771
08/14/14,14:30:000,960.250,960.500,959.250,959.500,1298
08/14/14,14:35:000,959.750,961.000,959.750,960.750,1235
08/14/14,14:40:000,960.500,961.000,960.000,960.250,741
08/14/14,14:45:000,960.250,960.500,957.750,958.750,2270
08/14/14,14:50:000,958.750,961.250,958.250,961.000,1634
08/14/14,14:55:000,960.750,961.000,959.250,960.000,1349
08/14/14,15:00:000,960.000,960.500,959.500,960.250,723
08/14/14,15:05:000,960.000,960.750,959.500,959.750,948
08/14/14,15:10:000,959.750,959.750,958.500,959.250,2036
08/14/14,15:15:000,959.000,959.500,958.250,958.250,1634
08/14/14,15:20:000,958.250,958.750,957.000,957.750,2465
08/14/14,15:25:000,957.750,959.000,957.500,958.750,734
08/14/14,15:30:000,959.500,962.250,958.500,962.000,4122
08/14/14,15:35:000,962.000,962.500,959.750,960.750,2387
08/14/14,15:40:000,960.750,962.250,960.250,960.750,1618
08/14/14,15:45:000,960.750,960.750,957.000,958.750,3062
08/14/14,15:50:000,958.750,961.000,958.250,960.750,2586
08/14/14,15:55:000,960.750,964.500,960.000,963.500,7380
08/14/14,16:00:000,963.250,964.000,961.000,961.250,3106
08/14/14,16:05:000,961.250,962.250,961.250,962.250,1075
08/14/14,16:10:000,962.250,963.500,962.000,963.000,1770
08/14/14,16:15:000,963.000,964.750,962.250,964.750,2824
08/14/14,16:20:000,964.500,965.500,964.000,964.500,4675
08/14/14,16:25:000,964.500,965.250,964.000,965.000,1008
08/14/14,16:30:000,965.250,968.000,965.000,967.000,5803
08/14/14,16:35:000,967.000,967.250,966.000,966.500,2274
08/14/14,16:40:000,966.250,966.750,962.000,962.000,5116
08/14/14,16:45:000,962.000,963.500,960.250,960.500,3144
08/14/14,16:50:000,960.500,961.250,958.750,961.250,4104
08/14/14,16:55:000,961.250,962.500,960.750,961.750,2066
08/14/14,17:00:000,961.750,962.000,959.000,959.500,3694
08/14/14,17:05:000,959.500,960.500,958.250,959.000,2268
08/14/14,17:10:000,959.000,960.750,958.500,959.750,3474
08/14/14,17:15:000,960.000,960.250,956.500,957.000,4121
08/14/14,17:20:000,957.500,958.750,956.250,957.000,2466
08/14/14,17:25:000,957.000,957.000,954.750,956.500,4712
08/14/14,17:30:000,956.750,958.500,956.250,958.500,2509